label,text
0,"Seeker post: I'm good whole human thing.. I'm going start trying bit more.<>  Response post: I'll help others,plant trees something.Perhaps others happiness make bit happy"
0,"Seeker post: hell people day?. honestly baffled people spend time doing. literally spend almost time desk, front computer every day week.<>  Response post: Mindlessly working afford able live. Laying bed trying forget problems"
0,"Seeker post: can't get shit together already??. f***ing hell wrong me???!!!!<>  Response post: honestly think one truly shit together, always appears way."
0,"Seeker post: long pain losing someone takes heal?. wonder long take ease pain losing someone. losing someone important causes depression? sadness passes weeks/months? really wanna know.<>  Response post: pain never goes away, learn live"
0,"Seeker post: Tips get attached people. Im looking answer. guys know prevent getting attached someone, people general, extrovert? effectively know people without getting close them?<>  Response post: Thanks sharing us helping can't speak thing. bigger question need stay away people? situation makes worse? problem you?"
0,Seeker post: wish dog. plant. nonexistent. something. point is: hate person ~~*(inner voice I'm trying ignore: that's humans responsibilities afraid of)*~~<>  Response post: here. Either cat oak tree. tartagrade space.
0,Seeker post: sad can't even leave bed know why. guess that's depression<>  Response post: Sometimes wake immediately feel like need go back sleep.
1,"Seeker post: keep hurting myself?. painful. die now?<>  Response post: hope learn stop. promise someone cares much would heartbroken see go. know hard, I've too. amazing person came life around makes everything easier. hope someone like too."
0,"Seeker post: awake 2 days straight, help me. awake 2 days straight, try sleep cant, im sooo tired :( anyone problem?<>  Response post: tried sleep medication? Melatonin works pretty decently purchased counter. Alternatively, can't get buy get prescribed anything effective, could always take benadryl two. things tend help insomnia, hope they're useful."
0,"Seeker post: love taking metro night.. almost sharing moment people brief part time, even in-between going to.<>  Response post: Wish could unfortunately I'd get assaulted."
2,"Seeker post: necessarily get better; learn live work around it. all. Thank you.<>  Response post: Woah... that's accurate. posts sub today really reflect me. truthful, live"
0,"Seeker post: ever feel pathetic?. Lately I've feeling completely pathetic. point I'm disgusted myself. know much take.<>  Response post: me. I've endless cycle trust betrayal girl, word grown describe entire life."
0,"Seeker post: Giving 30 I'll end it.. I'm 23 turn 24 next month. Might give time atleast Anything cool do. already visited Texas thats sick<>  Response post: 21 now, gonna give 25. Seen enough nothingness reckon."
0,"Seeker post: tiredness dizziness symptom first week using citalopram?. started Thursday, spend days tired.<>  Response post: cit year. still leaves feeling pretty tired. better take dose night rather morning tiredness worth benefits drug case :)"
0,"Seeker post: moderate panic attacks. much anxiety google im panic attack. got 45, meaning attacks moderate... dont mind thinking state world dont want die. really thought okay enough go without seeing counselor. Guess horribly wrong.<>  Response post: I'm assuming attend support groups?? not, why?"
0,"Seeker post: one wants me. one wants me. one wants me.. hurts like hell.<>  Response post: boat, worst feeling"
0,"Seeker post: Life cruel. full pain full heartache<>  Response post: ever get's worse ? hope nice Sunday bud ! (I realize may sound sarcastic, mean it, nice sunday stranger :) )"
0,Seeker post: want cry can't. get people easily cry time? how? seems come easily alot people dont get it. feel like easily pour feelings cry out. cant im emotionless robot<>  Response post: get used pain deshumanize others feel emotionally detached others learn handle pain showing disociate reality Etc combined make cry harder
1,"Seeker post: Fuck it. Everything sucks. one understands. peace fuck out.<>  Response post: know feeling people understanding, absolutely nothing suck? Like nothing would lift spirits, day?"
0,Seeker post: advice attachment issues?. get attached people easily. advice?<>  Response post: Main focus personal interests. solid self-development mindset. self-aware goals.
0,Seeker post: always chooses work me. claims I'm still important<>  Response post: assume agree important. overlooking things relationship show actually are?
2,"Seeker post: It’s birthday. want kill myself. even reason, life complicated. Honestly probably weak everytime something goes wrong think suicide. tired everything really. want die, want disappear like never here. Oh well, alive desires.<>  Response post: I'm sorry feeling blue today. want wish happy birthday send massively big hugs you."
0,"Seeker post: whenever I'm happy feel sort place. Sort like happy normal<>  Response post: lot time I'm happy brain goes hang on, seem right. Hmmmm... ok. got it. Lets think shit disgusting felt woke morning. there, that's better."
0,"Seeker post: I'm physicay unable schoolwork.. 6 tests need corrections on, can't even focus 5 seconds get question done. literally sitting here, nothing. Im lazy shower, eat, even looking homework makes want barf. Ugh<>  Response post: I've going this, quite recently. told teachers depression, really hard open them, let drop assessments. I'll picking assessments dropped later year. I'm college (high school USA?)."
0,Seeker post: Literally Bawling eyes out.. Life absofuckinglutley sucks. fucking born. human? existence complete bullshit.<>  Response post: What's going moment making upset?
0,Seeker post: even weed makes happy anymore. makes existing little tolerable guess<>  Response post: Yeah really bad idea. ramping artificial amounts dopamine consuming numb everything going help slightest. get addicted heroin.
0,Seeker post: want feel alive.. shit every. single. day.<>  Response post: serotonin might low. would try eating foods help system make more. can't unfortunately eat serotonin. eat precursors though. Certain foods better others.
0,"Seeker post: Cheer please. something funny nice saw heard today would good.<>  Response post: heard funny new joke...why chicken cross road? get sad house cheer up...knock knock, there, chicken."
0,Seeker post: Stop sad. I'm going rip someone's head off.<>  Response post: said said bullshit
0,Seeker post: guys ever stand edge cliff feel control life?. Meaning decide want live want die.<>  Response post: yes like somewhere high
0,Seeker post: guys continue for?. struggling find point<>  Response post: Hope things get better.
0,"Seeker post: cope deeply traumatic memories?. serious instances (otherwise ok) childhood would really, really love forget. course, possible, repression/smoking life away seems make things worse. better alternatives? find peace? ...Can find peace?<>  Response post: try remind thing past, that's be. pain I've felt longer painful. sure hurts think about, much hurt process. people live past live guilt, people live future live anxiety, people live present live peace."
0,"Seeker post: always come back?. Every year, like clockwork. always comes back. always feel slowly slipping way in, can't anything stop it.<>  Response post: disease; lot people understand go see way. like cancer recurring cold; part us return. best bet mindful warnings prepare."
2,"Seeker post: Tried kill failed. Guess I'll go day. much pussy actually cut deep enough. weird feeling now. expect see evening. one else knows. feel removed.<>  Response post: worth probably mean much coming complete stranger glad failed, world would lost 1 good person low pm anytime wanna talk"
2,Seeker post: want commit suicide bad. think might pretty soon. can't take another night this. want someone care.<>  Response post: I'm sorry. one talk to?
0,"Seeker post: dropped out. One semester short bachelors math. Ended year long relationship. Quit job. sorry leaving, sorry stayed long.<>  Response post: like conviction. Sometimes cleaning slate need. What's next life master plan?"
1,Seeker post: know feel right now. Um ... yeah know.... daily I'm losing mind moment<>  Response post: know feel right either. feel it. I'm
0,"Seeker post: feel like depressed?. 19 depression early recall fifth grade. life feel like suffering depression?<>  Response post: evaluating overly critical personality. There's feelings anxiety bipolar fluctuations emotions. fact, zero emotion. peaceful, happy, sad. neurotic thinking urgency evaluate every thought going mind. Basically, take life personally seriously. feel light, heavy. expectations desires life, overly invest mind emotion them. just...Cool, even keeled."
0,"Seeker post: literally cried sleep, woke morning cry again.. can't fall back asleep, that's want<>  Response post: that's grab bottle something strong put back sleep"
2,"Seeker post: almost threw anxiety walking high street. used able rave, go friends, work, study. can't walk road without panic attacks. Great<>  Response post: sorry man. people judge FUCK"
0,"Seeker post: like sit outside rain feel everyone else world crying me.. Anyone else feel way? One comment/upvote I'll feel sense comfort. Thank<>  Response post: like rain feels cleansing, like could wash everything away start fresh. oddly uplifting."
0,"Seeker post: Struggling tonight, good reasons live?. Really need inspiration feeling like can't get better happy.<>  Response post: Garlic bread always good reason."
0,"Seeker post: little sister told wanted die , fuck supposed :( .. know .<>  Response post: give hug, bigger brother sister wants her. make talk, let talk. want talk, leave, sit lay feel alone. someone wants die, feel alone, feel like one cares. obviously care her, show it. her. ready talk talks you, ask wants help, get help... know, I'm professional someone coming side, feeling that's would want."
0,"Seeker post: go feeling completely fine wanting kill completely reason, dont know do. like says title, one moment everything fine next feel unbearable pain<>  Response post: here. live kids wife. them, gone. crosses mind least month. fighting 7 years. hard. pray. helped me."
0,Seeker post: seem like everyone someone. probably never :(<>  Response post: may seem like people everything want mean happy. know mean though need someone life trust. someone either.
0,"Seeker post: wish button stop living. Like videogames, want ragequit living, hate it.<>  Response post: wish places willing help"
0,"Seeker post: Depressed reason.. Title says all. guys advice? can't really homework sport state I'm bored day long, despite lots stuff previously enjoyed. Thanks.<>  Response post: need reason depressed reason feel guilty depressed reason."
0,"Seeker post: Nothing life value. self friends family mean anything me. would try kill would mess to.<>  Response post: Similar boat; dads going operation soon may die honestly know even care anymore. He'll die either way. seems like trying live lost cause. best friend suicidal may dead I'm writing this. can't sleep, can't concentrate ambition life anymore apparently that's fault. care"
0,Seeker post: normal.... normal get random moments depression makes want break every relationship ??<>  Response post: disagree... think depression normal wanting fuck shit feel like turd. hard part trying control feelings.
0,Seeker post: Fatal Flaws. anyone else feel like would easier kill fix problems have?<>  Response post: stopped catering problems... compile. stopped obsessing handling anyway. control life. simply look problems couch...
2,Seeker post: know I'm struggling nobody tell. Sometimes can't convince I'm struggling too.<>  Response post: Sorry hear that. struggling anything specific life general?
0,"Seeker post: feel guilty I'm feeling fine, seems I'm constantly looking harm myself. like addiction, deserve feel good.<>  Response post: exact thought day. Like know stupid, keep acting like this. moment find remotely positive happy steer away feeling."
1,"Seeker post: Here's another fucking single lonely Holiday season. May ex SO's, left us die ditch, find greener grass special person they've always wanted Christmas!<>  Response post: Hey okay man. Life sucks dick, keep pushing through."
0,Seeker post: sleep avoid pain awake. can't sleep want die<>  Response post: worst part day waking up.
0,"Seeker post: Anyone else 20+ unemployed money?. want know I'm alone. ;_;<>  Response post: money, job. months, anything."
0,"Seeker post: anybody else get excited go sleep?. know people depression probably do, really do. Sleep feels like safe place, woke sleeping 3 hours I'm already counting hours take sleeping pill fall asleep happily.<>  Response post: Came say"
0,"Seeker post: Family history. ask family history depression. much factor getting why?<>  Response post: Parents pass coping skills kids. unhealthy ways dealing life, pretty likely kids issues area too. passed grandparents even. Also likely genetic factor. POV, think upbringing moreso."
0,"Seeker post: numb function. Nothing real, everything real, heavy, much No. I'm fine No. I'm pretending. can't feel<>  Response post: Same! pain way heavy, barely move. sick life :("
2,Seeker post: tired!. Thanks. problems vanished.<>  Response post: Wow great fucking advice. longer sad anything. know cured. going go dance rainbows!
0,"Seeker post: Please help.. girlfriend wants kill self. Extremely serious.<>  Response post: Yes, agree. betrayal might feel need call help. tell friend's parents teachers kind thoughts told he's gone. years ago OP... betrayal. want that. CALL stay her."
1,"Seeker post: Drowning. Lately I've drowning can't seem swim way back water. One thing another keeps pulling I'm close bottom really know I'll make alive.<>  Response post: Keep treading. suffered years suddenly got better. know bed roses, I'm better. catch break still shit seems follow around, I'm better. keep treading."
1,"Seeker post: found cheating me.. feel numb. want die.<>  Response post: Eff thing, let's go beer let know means nothing now. Passive aggressive may best, friend found cheated on. took bar, shot shit really helped connecting someone cared enough me, hope friends (if fits life style). I'm always solid IPA!"
0,"Seeker post: Mom: okay? look sad. Me: Yeah. I'm fine... _I suppose I'm fucking fine sit door legs folded, arms knees head buried arms._ walked away, saying word. looking her. even feeling insecure. _I feel like idiot. coward.._<>  Response post: saying yeah I'm fine takes less effort explaining really feel."
1,"Seeker post: want die. Nothing else, wanna fucking kill lol<>  Response post: im want talk op. ps-noice username lol"
0,Seeker post: Telling people reason I’m missing school depression extremely uncomfortable. reminds im normal.<>  Response post: high school college? getting around getting kicked due absences (if high school).
0,"Seeker post: feel depressed achieving something make happy.. Today finished last test college career, graduating summa cum laude. feel happy, bouncing walls excitement, feel empty.<>  Response post: actually respond posts? Clearly talk actually talk someone already initiates conversation post."
0,"Seeker post: cruelest thing person give hope. snatch away.<>  Response post: true. Every time think I've made friend, weeks/months later, life like, haha, gotcha! point like trying. want cut everyone (not try hard, lol) alone, loneliness gets me, hurts physically hate that."
0,"Seeker post: anyone else get depressed after/while reading romantic story feel unlovable hopeless. Bc do, want relate someone desperately<>  Response post: dont read romantic books hate romantic movies/shows"
0,"Seeker post: Pay attention little jokes friends make you. little funny shots really feel lowkey hate. read quote internet today realised true P.S. quote mine.I saw Instagram<>  Response post: amount plumber garbage man jokes made told going uni. Fucking hell, blatantly laughed minutes end faking own. would bring least every time fucking saw me. oh joking man cmon jokingly jokingly said going kill myself. Glad cut ties them. Made depression like 5 times worse period. Still hurts. friends"
1,Seeker post: think tonight night.... ... take anymore.<>  Response post: guilty want find night say hope make one night. know why. wish utmost pain death pray others survive. Depression truly kills one's sanity mind.
0,"Seeker post: What's general age here/are parents here?. I'm 25, I'm hoping there's people around age. I'm also mother special needs child. parents here, cope apathy? Thanks, I'm new btw<>  Response post: Thirty-three kids. honestly struggle around nieces nephew I'm well give credit."
0,Seeker post: spent less 16 hours day bed past two weeks.. i'm tired. try get things helps little bit i'm worn again. plus side i've caught lot anime.<>  Response post: Sounds like midst episode. time could help (mentally) strong enough get bed doc. YouTube bed helped passed time. sure healthiest thing though.
0,"Seeker post: doctor hospitalise me.. live Australia age 18. tell doctor want kill plan note hospitalise<>  Response post: anything like New York, walk emergency room tell want kill self. That's probably easiest fastest way, since probably wait talk doctor."
0,Seeker post: ever successful?. I'm sure depression never go away. 16 always high dreams wanted successful. Currently engineering degree failed physics twice. depression success compatible?<>  Response post: thoughts associating depression go away result associate success. depression getting way success succesful thing find peace depression. rest fall place :)
1,"Seeker post: miss him. miss first boyfriend. terrible things end literally messed emotions. like 3 months thought anymore week ago. He's starting haunt more. Please help...<>  Response post: first ever boyfriend, understand missing him. ever get first girlfriend, would miss too. However, guy terrible things you. guys love treat respect. Good luck"
0,"Seeker post: There's world visit go outside. pretty depressed since broke wife late last year, went today thanks heat UK, felt content way things quite while.<>  Response post: visit everyday thoughts."
0,"Seeker post: Tired, fustrated, distraught. Wish one suffer bad feelings<>  Response post: _Unfortunately_ _There thousands people_ _Suffering like us_ &amp;nbsp; &amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp; ^- ^super_g_man2 ------------------------------ ^^I'm ^^a ^^bot ^^made ^^by ^^/u/Eight1911. ^^I ^^detect ^^haiku."
0,"Seeker post: much tell psychiatrist?. Im suicidal, know that.<>  Response post: believe something must said. Could side effect medication"
0,"Seeker post: third person?. guys ever feel like living 3rd person? Like actually moment. feel like watching tv show, actually it, watching go by.<>  Response post: time. Ive made hundreds impulsive decisions burned many bridges based feeling."
0,"Seeker post: People wonder hate humans. Fully grown adults currently losing shit able run around collect pokemon.. Thats why. Fucking peurile morons<>  Response post: know, right? dare people fun spare time."
1,"Seeker post: havin fun. friends ignore cause bring forced isolation depression gets even worse. Ha ha fuck place also matter much sleep always remain tired sore beaten down.<>  Response post: feel you. thought speaking therapist call depression hotline? I'm sure living, calls usually free people end pretty great listening coming helpful strategies. Hang there."
0,Seeker post: love live world. homosexuality disease mental disorders exist.<>  Response post: Homosexuality considered disease awhile O_o
0,"Seeker post: really get better?. Cause Im pretty much hope.<>  Response post: 20 looks life really get better, ability cope life throws us gets better"
1,"Seeker post: want crawl dark cave one ever find me.. know do. feel like dreams slipping fingers. feel like idiot even believing myself. got hopes up... joke am.<>  Response post: one normal things life, we'll keep trying we'll keep failing. reason success feels good work it. let disappointment get you, look way, disappointment means know could've done better. time &amp; effort wasted long learn did. keep on. making sense? sorry rambling"
1,"Seeker post: Today birthday. nice day kill myself.<>  Response post: Happy Birthday! remember, next one better."
0,Seeker post: miss her.. really want die. miss much.<>  Response post: Fuck her. need her.
2,"Seeker post: Kicked house, probably gonna lose job soon. I’m embarrassment loser. Life great.. Wish balls end it...<>  Response post: really sorry going this. basically going thing right now. Let know ever wanna chat. Things get better eventually, hope."
0,"Seeker post: Feels like depression contagious. Feels like get home everybody's chipper mood begins plummet. like sapping life away. Makes feel like running fuck away spare feeling bad you. worst. cruel fucking joke depression is.<>  Response post: Yeah feel way too. tell people feel crap, feel sad I'm down."
1,"Seeker post: I'm working way meds. lexapro 7 years. last 3 month refull, working way it. tips?<>  Response post: suggest consulting doctor working way though. without proper planning might actually cause really bad physical side effects, even increase risk developing suicidal thoughts. easy man... really hope one day manage completely :-)"
0,Seeker post: Want die. feel bad husband. I've wanted die since 12 years old. Turning 29 17 days. Can't bear pain. Staying husband.<>  Response post: life painful . someone loves ? voices saying things ?
0,"Seeker post: guys feel birthday?. birthday depressing day year me.<>  Response post: another day throw away. Typically extra helping faked emotions facial expressions keep friends family impression I'm okay day, day wish happen. fucking exhausting"
0,Seeker post: 4am can't sleep wish big hairy bearded man cuddle :(. lonely old sucks.<>  Response post: Tell it. Good luck search!
1,"Seeker post: Finished Midterms feeling alot better. Alot stress back Im feeling pretty good them. 2 left, wish luck! Edit: feeling*<>  Response post: great read :) Good luck midterms!"
0,"Seeker post: anyone else constantly alternate extremely ecstatic confident, feeling like worst scum suicidal?. can't tell reality anymore<>  Response post: Yes. experience frequently. days I'll wake feeling fairly good (hardly ever ecstatic though) others want stay inside whole day worse."
0,"Seeker post: delibratly sleeping form self harm. Im like always tired, urges stay really late tired, im kind getting real fucked brain it, im sort hoping ideas im thinking<>  Response post: absolutely is, desperate self-harm, I'd still advise sleep deprivation make depression orders magnitude worse."
2,"Seeker post: grandma died feel numb. grandma, raised disowned years ago reasons think little me, died today. know I'm supposed feel something I'm empty numb ever. Guess surprise me.<>  Response post: Sorry loss, feel guilty, there's probably reason feel way. Also, feelings might clear time."
0,"Seeker post: masturbate depressed?. Serious question. &amp;#x200B; ask every high low, already feel pretty low probably better it. Thoughts? &amp;#x200B; know feel better feel shittier before.<>  Response post: feel shittier after?"
0,"Seeker post: anyone suffer headache effexor xr?. effexor xr 187.5mg suffering annoyin head ache forgot take meds work. ( 5 hours later)<>  Response post: briefly getting taken due debilitating depression along suicidal thoughts (as side effect), yes, get terrible headaches."
0,Seeker post: kill myself.. wish courage end it. scared able even right. tired life. Everyday wake thing again. Day day. hate it. kill myself.<>  Response post: wish courage end suffering too.
1,"Seeker post: even bleed anymore. can't die matter badly want<>  Response post: know feel. also cursed live life, day die."
1,"Seeker post: .. I'm breaking strength hold together anymore. even feel anymore. I'm going soon think, need find how. cannot continue exist.<>  Response post: Remember this. order find light, must surrounded darkness. Whatever going through, remember overcome it!"
0,"Seeker post: guess I'm eating tonight. nothing processed garbage I'm sick of. Going get something would fast food, garbage well. mind eating bullet though.<>  Response post: last sentence really got"
0,"Seeker post: difference good bad days starting get me.. would assume next day would shit weird way content it. I'm actually making effort better feel happier way depressed time.<>  Response post: mean bad days feel worse mean feel bad good time? Ever since thing started fluctuations course day, days weeks, would lethargy, tiredness depression mornings example good feelings even excitement lot energy evenings. Also good days/ weeks suddenly hits again. constant depression bad it?"
1,Seeker post: think I'm fit school. means lot can't motivate concentrate<>  Response post: one year collage realize like studied there. dicided would try studied something related airplanes always love it. ended studies I'm going internship airline. important thing love.
0,Seeker post: clue. fact one communicate problems mental harm personal level crush leave crying I'm empty frustrated.<>  Response post: feel way guess kind teach breakdown cry get overwhelmed kinds feelings
1,"Seeker post: Feeling alone ever - gave everything move someone, long story fast forward completely alone foreign country going back.. seek pity, friend/connection weak online shit be.<>  Response post: want someone talk here. PM want"
0,"Seeker post: happy. Sure.. I'll get right it..<>  Response post: Lmao, love asshole father tells this. Yeah, really helps. **Like try past 4 years.**"
0,Seeker post: Can’t sleep. worried everything. Life much. feel like dying. do? Everything fucked<>  Response post: take melatonin works
0,"Seeker post: Caring makes weak.. think care, they'll walk you.<>  Response post: really true. showed cared 2 friends school (2 girls) think make everything. makes really sad feel used everyone"
2,Seeker post: someone chat bit?. feel sad lonely<>  Response post: I'm around need someone chat with. I'm sorry feeling sad. Sometimes painful unbearable feeling.
0,Seeker post: Question. anyone else struggle make sure depression justified? Sometimes think alright feel way working others feel like Im making issues head.<>  Response post: honestly. Half time feel like overreacting feel like little bitch brings more.
0,Seeker post: anyone else get feeling.... ache inside like something's missing know what. smile because...what else<>  Response post: feel like time never sure looking for. really wish passion life like people have. Sadly found yet. never felt strongly anything. Maybe need girlfriend.Maybe need friends. Maybe need different job.Maybe need work things farther. maybe need able really talk someone.
0,Seeker post: One days. swear one days I'm going go fucking crazy anxiety depression treated. Probably able kill then. Hooray.<>  Response post: cant get treated? (excuse ignorance)
0,Seeker post: Everything life shit. Working pennies shit. Developing skills shit. Talking people shit. Love shit. Getting shitty job shit. Hard work shit. Life shit.<>  Response post: summed feelings sentences. Every. Single. Waking moment. shit. Hobbies help. Exercise help. Talking friends chore. literally shit.
0,Seeker post: Fuck unrequited love. get it?<>  Response post: Legit one best pieces advice seen sub long time. Thanks bro.
0,Seeker post: whats longest youve school/college/work depression?. havent school 4 weeks.<>  Response post: I've leave 10 weeks work.
1,Seeker post: someone found out. well kind feel better.<>  Response post: Hopefully help you.
0,"Seeker post: One question :). depression, dont sleep well either. work almost 9 hours day also. Sometimes focus something watching, thing stuff around moves. Kinda like LSD effect. normal?<>  Response post: Happens too, probably sleep deprived, lack sleep known cause hallucinations/illusions."
0,"Seeker post: Why. I'm drunk nobody get drunk with. feels good kind get mind things. happy lately. Christmas happiest time year?<>  Response post: Hey, what's up? general, happiest time year, individual level, happiness level, time year."
1,"Seeker post: death date. decided gonna end August 21st year.<>  Response post: decide that? I'm sure incredible person, please kill yourself, talked anyone this?"
0,Seeker post: sitting room existing. y'all doing?. Yeah I'm alone thoughts till fall asleep<>  Response post: ! +Crying every then.
0,"Seeker post: really think feel it, can't unfeel it. crushing feeling hopelessness never really goes away. I've bad days I'm relatively happy end night, can't handle life.<>  Response post: feel way too. like we've branded never forget belong despair."
0,"Seeker post: Activities help feeling suicidal. I've dealing suicidal thoughts years, would like know activities people feeling down.<>  Response post: Anything outside helps me. like look stars night.."
0,Seeker post: fortune cookie dinner. fortune said: long term goal soon achieved. first thought entered mind was: Cool...Guess I'm finally going kill myself. normal.<>  Response post: many us feel way.
0,"Seeker post: I’ve lost interest listening music lately, happened anyone else?. Music constant life, able enjoy matter mood, always able find something wanted listen to. Lately though, music lost draw, know why.<>  Response post: big one me. used always listen music, all. Trying force listen music now. think better place listened music, miss person was, avoid reminders version me."
0,"Seeker post: Depression [fill blank]. enough energy even flush toilet<>  Response post: presention 15 hours preparing it. next 36 hours now, exam studied for."
1,Seeker post: Bad evening. toddler cut hair.<>  Response post: may suck hindsight. hair grow back story tell. happens. look kids things wonder. learn hard way. always will. happy they're alive make mistakes. Love make mistakes. protect
1,"Seeker post: ever depressed even breathing seemed like tough job? yes, overcome point?. feel like right lying dark corner stay still. wanna cry. can't know why!<>  Response post: Exercise always helped said. would anything feel better, muster everything high intensity exercise. least 45 minutes three time per week. get it, last thing want exercise, anything get it, it."
1,Seeker post: fucking mental breakdown right now.. bad day.<>  Response post: Care talk? Feel free message time.
0,Seeker post: anyone else really look foward winter?. want summer already.<>  Response post: me. hate cold.
0,Seeker post: I.... always depressed.. ever think right thing.<>  Response post: too..depression clouds judgment. gets really hard think things clearly. Hate feeling go away yet.
0,"Seeker post: Today walking home stopped lay grass while. nice. reminder everyone get away electronics enjoy nature while.<>  Response post: try least week. cold outside lay carpet, take really long bath."
0,Seeker post: new years' resolution kill myself. Unless think really funny way it.. feel like would happy funny. best.<>  Response post: Doug Stanhope bit
0,"Seeker post: Trouble expressing thoughts/feelings. Another thing suck at.<>  Response post: Although express thought feeling clear concise manner. sure helps hey, best I've got right now."
0,Seeker post: Losing hope.. I've depressed years I've always hope get better get rid it. I've cut everything toxic life almost month honestly I've getting worse. anyone else feel like there's escape?<>  Response post: ive lost hope im numb
2,Seeker post: got fired again. keep job fuck<>  Response post: many services local state governments provide help people find work. cool thing totally free provide support system work find job works you! would suggest looking online services sending information them. Stay strong love you!!
0,"Seeker post: escape loneliness. woman wants date you, woman wants date you, amount diet exercise changes it. get blocked saying hello... family grew old died. friends got married moved away. live hell, alone.<>  Response post: feel alone also. Although people want date always feel using appearance care anything say care irl"
0,"Seeker post: feeling low lot lately. Anyone else lose motivation anything? depression sucked ass lately taking best care lately. Lost weight, feel exhausted time, lost interest everything<>  Response post: Take small steps. Indulge little things make happy (or least used make happy!), food, nice tea. consume those, try focus taste, pleasant feelings. one example, something else. walk around neighborhood maybe. nice bath. Etc. Generally speaking, kind yourself."
2,Seeker post: Going go tonight.. Everyone happy...no me. one.<>  Response post: Please don't. right choice make. always something done that.
0,Seeker post: feel bad people world live war poverty violence wish privileges like mine yet crying whining. know entitled feelings lol matter anyone says advice give im always going consumef guilt way<>  Response post: Depression disorder ask
0,"Seeker post: crying sleep day #16. dont think gonna change anytime soon huh...<>  Response post: read thing back... paraphrase (badly): people think depressed people bad regulating emotions. actually, depressed people great regulating emotions; always regulate toward depression. ...When first read this, sitting alone dark 2am listening Elliot Smith. So, rang true. super hard do, force change habits (even slightly), brain actually physically changes practice."
1,"Seeker post: supposed do. scared, never going good enough, think might end hurting myself, want feeling bad, lost everyone<>  Response post: Hang there. Spontaneous Remission blesses like angel. comes, new people love love return. Stick out. got this."
0,Seeker post: u get girl know care even though tried everything. ive tried all. help means much im trying show<>  Response post: might know interested. can't force it.
0,Seeker post: Pale. Self destruction probably end me.<>  Response post: fires start burn sometimes.
0,"Seeker post: Grandma lung cancer, getting depressed.. girl like lot mad me, grandma stage three lung cancer, dad always mad me.. thinking suicide again...<>  Response post: Everyone die. Maybe die lung cancer too. LIFE. girl fix easy. Explain feel her. parents always mad every family, like mom"
1,"Seeker post: Long Distance Relationships.... suck... suck lot.<>  Response post: Yeah, LDRs sure challenges. Anything particular like talk about? I've long distance relationship girlfriend last couple years might able offer insight least opinion them. give answers solutions might help different perspective."
0,"Seeker post: bad place ATM. wanna worry guys much, emotionally down. came stuff happened friends somewhat childish. get rid overwhelming feeling sadness?<>  Response post: Odesza - Across Room"
0,"Seeker post: What’s point?. Title says all, point going on? really nothing emotional financial burden everyone around me, dropped dead parties parades around, people would finally happy.<>  Response post: burden?"
0,Seeker post: way see psychiatrist income?. cannot manual work physical disability I'm insane hold job use mind. income I'm end rope. way see psychiatrist free?<>  Response post: check see insurance cover
0,"Seeker post: reach out?. Dear members, reached help depression, contact awfully hard know exactly contact guidance also tell taken seriously.<>  Response post: Either therapist closest friend, one trust."
0,"Seeker post: happy moments vividly remember bad ones.. struggle remember good memories feel urge die. vividly remember anything hurts matter hard try struggle change it.<>  Response post: happens me. Whenever happens me, count ten, know why. remember childhood 5 6, playing toys. makes feel better."
0,"Seeker post: Arguably, one best feelings world. get depressive episode temporarily energy finally take care havent brushed teeth showered made feel okay once, normal, dont judge<>  Response post: Make upswing :)"
0,Seeker post: I'm going stay overweight. Maybe it'll kill faster.. motivation. feel useless.<>  Response post: boat friend.
1,"Seeker post: cringe look mirror. can't stand see<>  Response post: relate, sucks bad know something ever change. thing change skin hair, actual face stays same. Regarding rest body though started working helped lot. weight problem start small work way up, guess."
0,"Seeker post: Every time text someone don’t answer. leads feeling sad. tell don’t text people, u don’t get sad feeling. keep false hopes someone reply :(. guess really annoying person :/ wish could tell instead. bad idea go nuts everyone reply? Like ask u friends list u gonna answer anyway.<>  Response post: reacted harshly people messaging back know friends trying hang. lot people get caught forget moved"
0,Seeker post: God think life one big cruel joke. feel need make gay depressed. sad time. frustrating everyone else happy constantly sad time. happiness too?<>  Response post: Life make it!... Happiness comes inside
0,"Seeker post: hookers?. LOVED SEX, SOMEONE CUDDLE, HUG TELL STORIES, INSERTING PIECE MEAT HOLE.<>  Response post: telling people want relationship? want sex? people find hard confuse two."
0,Seeker post: moment realize. cold inside.<>  Response post: get coming from. feel cold. feel hollow insides black.
0,"Seeker post: 3 years since broke up. I've relatively fine today. felt like something triggered me. feeling overwhelmingly strong attachment her?. tried moving on, tried best.<>  Response post: least going"
0,"Seeker post: Anyone else feel numb?. past couple months felt anything. even walked around half hour pouring rain felt nothing. like even control, spectating life goes by.<>  Response post: Sometimes. Specifically spectator thing, depersonalization/derealization thing think"
0,"Seeker post: start you?. First time remember thinking I'd better dead think 8 9.<>  Response post: remember foggy memory saying want kill native language sister, course like 7 8, 9 foggy, anyways idea meant that, meant like, body notices me.. like ghost.. thinking back wasnt good langauge. serious note near grade 11, probably went like dead, i'd dead care went back realilty like... hell, no, care, finish one piece."
